State,Program/Opportunity Name,"Grade Levels
(Key: 0 - K and under, 13 - over high school)",,Eligibility Requirements,Cost/Funding,Cost/Funding Breakdown,,,,Deadlines,Deadlines,,Website/Link,Category (Type of Opportunity),"Field (Area of Focus)
Original",Delivery Context (Where Offered),Notes,,,,,,,,,,,,,,,,
Massachusetts,Scholars’ Academy of Music & Summer Arts (ASMA) – Summer Programs,9,12,Audition / Application,"3?Week Residential: US$7,400 / 6?Week Residential: US$10,866 / 3?Week Commuter: US$5,600 / 6?Week Commuter: US$7,766 / $50 application fee & $800 deposit",800.00,Y,N,,1-Mar,,March,https://scholardevelopment.asmsa.org/music/summer-programs,Other,Arts,Outside School,,,,,,,,,,,,,,,,,
Massachusetts,Smith College Summer Science & Engineering Program (SSEP),9,12,Application required / Essay / Transcripts,"$4,864 per 2-week session / $9,728 for both / Deposit: $1,216 (per session)",1216.00,Y,N,,1-May,,May,https://www.smith.edu/academics/programs-courses/precollege-programs/summer-science-engineering-program,Academic Program,Science,Outside School,,,,,,,,,,,,,,,,,
Massachusetts,Wolfram High School Summer Research Program (Bentley University),9,12,Must be current high school student,"$4,200 ",4200.00,Y,N,,15-Apr,,April,https://www.horizoninspires.com/blog/college-summer-programs-for-high-school-students-in-massachusetts/,Academic Program,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
Michigan,MHSAA Boys Tennis,9,12,"On the schools varsity or sub-varisity team 
Schools must pay an annual membership fee to partipate ","Ticket Sales
Private Sources",,,,Privately-funded,Aug 11th,,August,https://www.mhsaa.com/sports/boys-tennis,Competition,Athletics,School-based(various locations),,,,,,,,,,,,,,,,,
Michigan,MHSAA Girls Gymnastics,9,12,"On the schools varsity or sub-varisity team 
Schools must pay an annual membership fee to partipate ","Ticket Sales
Private Sources
School Paid",,N,,School-funded,Oct 17th,,October,https://www.mhsaa.com/sports/gymnastics,Competition,Athletics,School-based(various locations),,,,,,,,,,,,,,,,,
Michigan,MI Tri-County HOSA (Future Health Professionals),9,12,Open to students interested in healthcare careers; chapters in many schools.,Membership fee; conference costs; often school-funded.,,Y,N,School-funded,Varies by chapter and event.,Varies,,https://www.mi-hosa.org/,Competition,"Health, Medicine",At School,State affiliate of the USA HOSA organization. Competitions lead to USAs.,,,,,,,,,,,,,,,,
Michigan,Michigan Council for the Social Studies (MCSS) We the People,9,12,Open to teams from schools; simulates congressional hearings on the Constitution. ,Team registration fee; often school-funded.,,Y,N,School-funded,State competition typically in January.,,January,https://www.micss.org/wethepeople,Competition,Social Stuides,Through School,State affiliate of a USA civic education program.,,,,,,,,,,,,,,,,
Michigan,Michigan History Day,4,12,Open to all students; create projects based on a historical theme.,Small registration fee for state contest.,Low,Y,N,,Regional contests in March; State in April.,,March,https://www.michiganhistoryday.org/,Competition,Multidisciplinary,Through School,Part of USA History Day. Winners advance to USA competition.,,,,,,,,,,,,,,,,
Michigan,Michigan Leauge of Academic Games,0,12,School be registered with MLAG,"School Paid
",,,,,Sep 14th,,September,https://mlagonline.com/,Competition,Academic Decathalon,School-based(various locations),,,,,,,,,,,,,,,,,
Michigan,Michigan Math Prize Competition (MMPC),9,12,Open to all MI high school students.,Free,,N,,,First round in October; top scorers advance to finals in Spring.,,October,https://sites.lsa.umich.edu/mmhp/,Competition,Math,Through School,Prestigious state math competition hosted by the University of Michigan.,,,,,,,,,,,,,,,,
Michigan,Michigan Science Olympiad,6,12,"Coach must have registered with Organization
Must attend and pass a regional Olympiad ","Student Paid
275-325 per team(up to 15 people in team) ",300.00,Y,N,,Feb 23rd,,February,https://miscioly.org/,Competition,"STEAM
Science Fair","Off Site
Michigan State University",,,,,,,,,,,,,,,,,
Michigan,Michigan State University High School Science and Engineering Fair,9,12,Must qualify through affiliated regional fairs.,Small registration fee.,Low,Y,N,,Regional fairs in Winter; State Fair in March.,Winter,,https://mi-ssesf.ise.msu.edu/,Competition,Science,Through School,Another pathway to the Regeneron InterUSA Science & Engineering Fair (ISEF).,,,,,,,,,,,,,,,,
Michigan,Michigan Youth Arts Festival (MYAF),9,12,"Must be selected through a state-level adjudication process in music, dance, theater, or visual arts.",Nominal participation fee; scholarships available.,,Y,Y,,Adjudications in Winter; Festival in May.,Winter,,https://www.michiganyoutharts.org/,Competition,Arts,Through School,Flagship statewide arts program. Highly selective honor for young artists.,,,,,,,,,,,,,,,,
Michigan,"MITES Semester (MIT Introduction to Technology, Engineering, and Science)",11,11,High school juniors from underrepresented or underserved backgrounds; highly selective.,"Free (covers tuition, room, board, and all materials).",,N,,,Application opens in Fall; deadline typically in February.,,February,https://oeop.mit.edu/programs/mites,Academic Program,Technology,Outside School,"Rigorous 6-month online program. Does not require MI residency, but is a top opportunity for MI students.",,,,,,,,,,,,,,,,
Michigan,MSVMA High School Ensemble Participation ,9,12,"Qualifying performance of Division I - Excellent at: HS District Festival
Soloists with a raw score of 23 or higher",35-90 Student Paid,62.50,Y,N,,Feb 27th,,February,https://msvma.wildapricot.org/page-1345700,Competition,"Arts
Music","Off Site 
Various Locations",,,,,,,,,,,,,,,,,
Michigan,NASA Collab after school program:,6,8,Be a student selected by CCLC for learning oppertunities (schools selected are usually low income),"21st Century Community Learning Centers (21st CCLC) 
NASA",,,,Privately-funded,"N/a 
No application needed",Rolling Admission,,https://www.michigan.gov/mileap/press-releases/2024/12/13/michigan-middle-school-students-offered-nasa-after-school-stem-program,Academic Program,STEAM,School,,,,,,,,,,,,,,,,,
Michigan,Science and Engineering Fair of Metro Detroit,3,12,"Adult Sponser
Apply through forms
Science fair project submitted
Registered School ","Donations
Private Sources
Public Sources ",,,,School-funded,Feb 20th ,,February,https://www.sefmd.org/,Competition,"STEAM
Science Fair","Off Site
Detriot MI",,,,,,,,,,,,,,,,,
Michigan,Southeast Michigan & Thumb Art Region,7,12,Send in a submission (guarenteed acceptance) ,"10 dollars per Individual
30 dollars per portfolio
Alliance for Young Artists and Writters
",,,,,Dec 12th,,December,https://www.artandwriting.org/regions/MI004A,Competition,Arts,Online,,,,,,,,,,,,,,,,,
Michigan,State Council of Michigan State Spelling Bee,4,9,"No older than 14 
Won their school spelling bee
Not previously won
Attends a school that is enrolled with SNSB","School fee paid to Scripps
Funded by Scripps
",,,,,Mar 19th,,March,https://mikofc.org/resources/state-spelling-bee,Competition,"Speaking
Academic Decathalon","Off Site 
Essexville, MI",,,,,,,,,,,,,,,,,
Michigan,Upper Peninsula Writing Region,7,12,Send in a submission (guarenteed acceptance) ,"10 dollars per Individual
30 dollars per portfolio
Alliance for Young Artists and Writters
",,,,,Dec 3rd,,December,https://www.artandwriting.org/regions/MI005W,Competition,Arts,Online,,,,,,,,,,,,,,,,,
Minnesota,Education Deduction,0,12,K–12 students.,Tax Deduction,,,,,Varies,Varies,,https://www.edchoice.org/state/minnesota/,Other,Multidisciplinary,Outside School,Individual Tax Credit/Deduction.,,,,,,,,,,,,,,,,
Minnesota,FAIR-Pilgrim Lane Elementary,0,5,Students in Kindergarten through Grade 5.,Public School,,N,,,Varies,Varies,,https://fairple.rdale.org/academics/arts-immersion,Academic Program,Arts,At School,An elementary school that offers an art integration program.,,,,,,,,,,,,,,,,
Minnesota,K–12 Education Credit,0,12,K–12 students.,Tax Credit,,,,,Varies,Varies,,https://www.edchoice.org/state/minnesota/,Other,Multidisciplinary,Outside School,Refundable Tax Credits.,,,,,,,,,,,,,,,,
Minnesota,Minnesota 4?H (UMN Extension),6,12,Ages 5–18; county enrollment,$20-$30; scholarships available,25.00,Y,Y,,Year-round,Rolling Admission,,https://extension.umn.edu/minnesota-4-h,Club,Leadership,Outside School,"STEM, agriculture, arts; county/state showcases",,,,,,,,,,,,,,,,
Minnesota,Minnesota Academic League (MNAL),9,12,Teams from schools compete in quiz-bowl style competitions.,Team registration fee; often school-funded.,,Y,Y,School-funded,Competitions run throughout the school year.,Rolling Admission,,https://www.minnesotaacademicleague.org/,Competition,Multidisciplinary,At School,Statewide quiz bowl competition covering all academic subjects.,,,,,,,,,,,,,,,,
Minnesota,Minnesota Cycling Association (Scholastic MTB),6,12,Join school or community team; coach & waiver,$175; scholarships available,175.00,Y,Y,,Season Aug–Oct; team signups spring/summer,Summer,,https://minnesotacycling.org/,Competition,Sports,Outside School,Statewide scholastic mountain biking league (NICA-style),,,,,,,,,,,,,,,,
Minnesota,Minnesota DECA,9,12,Active DECA chapter; membership,$20-$85; school/CTE support,52.50,Y,Y,,Deadlines vary by chapter; SCDC in spring,Spring,,https://mndeca.org/,Club,Business,At School,Marketing/finance/entrepreneurship leadership & competition,,,,,,,,,,,,,,,,
Minnesota,Minnesota Dream Act,12,12,Undocumented Minnesota high school graduates meeting certain criteria.,Scholarship,,N,,,Varies,Varies,,https://admissions.tc.umn.edu/cost-aid/scholarships,Scholarship,Multidisciplinary,Through School,"Eligible if they have attended a Minnesota high school for at least three years, have graduated from a Minnesota high school (or earned a GED in Minnesota).",,,,,,,,,,,,,,,,
Minnesota,Minnesota FFA Association,6,12,Enrollment in agricultural education,School/CTE funded; $16,16.00,Y,N,School-funded,Year-round; state convention in spring,Rolling Admission,,https://www.mnffa.org/,Club,Leadership,At School,Career & Leadership Development Events (CDE/LDE),,,,,,,,,,,,,,,,
Minnesota,Minnesota Future Farmers of America (FFA),7,12,Open to students in agricultural education courses.,Membership dues; event fees.,,Y,N,,State convention in Spring.,Spring,,https://mnffa.org/,Competition,Agriculture,At School,Part of the USA FFA Organization; develops leadership and career skills.,,,,,,,,,,,,,,,,
Minnesota,Minnesota High School Mathematics League,9,12,MN high school; team membership,School/club funded; $100-$240,170.00,Y,N,,Season Nov–Feb; registration in fall,Fall,,https://www.mnmathleague.org/,Competition,Math,At School,Statewide math league with multiple meets,,,,,,,,,,,,,,,,
Minnesota,Minnesota HOSA – Future Health Professionals,9,12,Active HOSA chapter; membership,$25-$75; travel costs vary,50.00,Y,N,,Deadlines vary; state conference spring,Varies,,https://www.minnesotahosa.org/,Club,Health,At School,Health science leadership and competitive events,,,,,,,,,,,,,,,,
Minnesota,Minnesota Junior Science & Humanities Symposium (JSHS),9,12,Must conduct original research and submit an abstract for competition.,Free to participate; travel to symposium may be funded.,,N,,,Abstract submission typically in December.,,December,https://cse.umn.edu/mnjshs,Scholarship,Science,Through School,Offers scholarships and a chance to compete USAly.,,,,,,,,,,,,,,,,
Minnesota,Minnesota State High School League (MSHSL) State Tournaments,9,12,Must qualify through section tournaments.,School-funded for travel/equipment.,,N,,School-funded,Varies by sport/activity throughout the school year.,Varies,,https://www.mshsl.org/,Competition,Multidisciplinary,At School,"Governs all interscholastic athletics and fine arts competitions (Theater, Speech, Music).",,,,,,,,,,,,,,,,
Minnesota,Minnesota Technology and Engineering Educators Association's Conference,9,12,Students and educators.,Varies,Varies,Y,N,,"September 26th, 2025",,September,https://stemmn.org/events/,Competition,Technology / Coding,Outside School,Marks the 47th anniversary of Minnesota's premiere technology education conference in St. Cloud.,,,,,,,,,,,,,,,,
Minnesota,Minnesota Urban Debate League (MNUDL),6,12,Partner school/club participation,Free or low-cost; foundation support,Low/Free,Y,Y,Privately-funded,Seasonal (school year),Seasonal,,https://www.augsburg.edu/urbandebateleague/,Club,Leadership,At School,Policy debate across Twin Cities partner schools,,,,,,,,,,,,,,,,
Minnesota,Ordway's Artists in the Schools,0,12,K-12 schools.,Varies,Varies,Y,N,,Varies,Varies,,https://ordway.org/education/artists-in-schools/,Academic Program,Arts,At School,"Led by nationally acclaimed artists based in the Twin Cities, our school programs enhance your students' arts knowledge through personalized education experiences.",,,,,,,,,,,,,,,,
Minnesota,RaiseMe Micro-Scholarship Program,9,12,Students at select Minnesota high schools.,Scholarship,,,,,Varies,Varies,,https://admissions.tc.umn.edu/cost-aid/scholarships,Scholarship,Multidisciplinary,Through School,The University of Minnesota Twin Cities partners with RaiseMe to offer two micro-scholarship programs.,,,,,,,,,,,,,,,,
Minnesota,Real World Design Challenge (RWDC),9,12,"High school students, grades 9-12.",Varies,Varies,Y,N,,Varies,Varies,,https://www.mnmas.org/stem-student-programs,Competition,Technology / Coding,Through School,Provides the opportunity to work on real world engineering challenges in a team environment.,,,,,,,,,,,,,,,,
Minnesota,Science Bowl,9,12,Minnesota high school students.,Varies,Varies,Y,N,,Varies,Varies,,https://www.mnmas.org/stem-student-programs,Competition,Science,Through School,"A regional academic competition among Minnesota schools in a rapid-fire, question-and-answer format.",,,,,,,,,,,,,,,,
Minnesota,The ACCESS Project (Advanced College Credit for Exceptional Secondary Students),10,12,"MN residency; academically gifted; application with test scores, recommendations.",Free or reduced tuition for U of M courses.,,,,,Application deadlines in Spring and Summer.,Seasonal,,https://access.umn.edu/,Academic Program,Multidisciplinary,Outside School,Provides funding for high school students to take U of M courses for college credit.,,,,,,,,,,,,,,,,
Minnesota,The Bakken Museum Invention Competition,9,12,Open to all students; create an invention or innovation.,Free to enter.,,N,,,Submission deadline typically in Spring.,Spring,,https://thebakken.org/students-educators/invention-competition/,Competition,Science,Outside School,Encourages creativity and problem-solving with cash prizes.,,,,,,,,,,,,,,,,
Minnesota,The Schubert Club,5,12,"Open to all; various competitions in piano, strings, voice, and composition.",Entry fee.,,Y,N,,Deadlines are in early Winter (Jan/Feb).,,February,https://schubert.org/competitions/,Scholarship,Arts,Outside School,Prestigious music competition offering scholarships.,,,,,,,,,,,,,,,,
Minnesota,The University of Minnesota Talented Youth Mathematics Program (UMTYMP),5,11,Highly selective; requires high score on diagnostic exam; MN residency.,Sliding scale tuition; financial aid available.,,Y,Y,,Testing and application in Spring.,Spring,,https://cse.umn.edu/umtymp,Academic Program,Math,Outside School,"Flagship statewide program. Highly prestigious; replaces standard math classes with advanced, college-level coursework.",,,,,,,,,,,,,,,,
Minnesota,UMN CSE K?12 Summer Programs,6,12,Strong interest and aptitude in STEM; application,$75-$125; scholarships available,100.00,Y,Y,,Summer (applications late winter/spring),Spring,,https://cse.umn.edu/college/k-12-outreach/summer-camps,Academic Program,Science,Outside School,Engineering and CS-focused camps and workshops,,,,,,,,,,,,,,,,
Minnesota,UMTYMP (University of Minnesota Talented Youth Mathematics Program),6,12,Entrance exam; strong math background,$1990; scholarships available,1990.00,Y,Y,,Testing & application windows each spring,Spring,,https://cse.umn.edu/umtymp,Academic Program,Math,Outside School,"Accelerated, university-level math sequence",,,,,,,,,,,,,,,,
Minnesota,University of Minnesota Twin Cities Freshman Academic Scholarships,9,9,Admitted freshmen.,Scholarship,,,,,Regular admission deadline,,,https://admissions.tc.umn.edu/cost-aid/scholarships,Scholarship,Multidisciplinary,Through School,"When you apply for freshman admission to the University of Minnesota Twin Cities by our regular deadline, you will automatically be considered for these merit-based awards.",,,,,,,,,,,,,,,,
Minnesota,YMCA Youth in Government (MN),8,12,Open to all students; registration,$539; financial aid available,539.00,Y,Y,,Fall registration; winter conference,Fall,,https://www.ymcanorth.org/locations/center_for_youth_voice/programs/youth_in_government,Academic Program,Leadership,Outside School,"Model government with legislative, executive, judicial tracks",,,,,,,,,,,,,,,,
Mississippi,Mississippi Council on Economic Education Programs,9,12,"Open to all students; includes Stock Market Game, Econ Challenge.",Free or small registration fee (often covered by school).,Low/Free,Y,Y,School-funded,"Varies by program, typically in Fall and Spring.",Spring,,https://www.mscee.org/student-programs,Competition,Economics,Through School,Provides hands-on learning in economics and personal finance.,,,,,,,,,,,,,,,,
Mississippi,Mississippi HOSA,9,12,Open to students interested in healthcare careers.,Membership fee; conference costs; often school-funded.,,Y,N,School-funded,Varies by chapter.,Varies,,https://www.mississippi-hosa.org/,Club,"Health, Medicine",At School,State affiliate of USA HOSA. Competitions lead to USAs.,,,,,,,,,,,,,,,,
Mississippi,Mississippi Lions All-State Band,9,12,Must audition; selection based on musical ability.,Nominal fee for participants.,,Y,N,,Auditions typically in Fall.,Fall,,http://www.mslionsband.org/,Competition,Arts,Through School,Prestigious honor ensemble for high school musicians.,,,,,,,,,,,,,,,,
Mississippi,Mississippi Science Fair,6,12,Must qualify through a regional fair.,Small registration fee; often school-funded.,Low,Y,N,School-funded,Regional fairs in Jan-Feb; State Fair in March.,,February,http://www.mssciencefair.net/,Competition,Science,Through School,Flagship statewide program. Pathway to the Regeneron ISEF.,,,,,,,,,,,,,,,,
Mississippi,Mississippi STAR Scholar Program,11,11,Top ACT/SAT scorers in the state; MS residency.,Covers full tuition at any public MS university for the junior and senior years of college.,,,,School-funded,Automatic with qualifying test scores.,Rolling Admission,,https://www.rise.ms/star-scholar/,Scholarship,Academic,Through School,"Highly prestigious, merit-based state scholarship.",,,,,,,,,,,,,,,,
Mississippi,Mississippi State University Center for Cyber Education Competitions,6,12,Open to all MS students; includes Cyber Foundations and CyberPatriot.,Free,,N,,,Competitions typically in Fall and Winter.,Winter,,https://www.cybereducation.msstate.edu/initiatives/competitions/,Competition,Technology,At School,Prepares students for careers in high-demand cybersecurity fields.,,,,,,,,,,,,,,,,
Mississippi,Mississippi Thespians Festival,9,12,Open to students from schools with Thespian troupes.,Registration fee; school-funded for travel.,,Y,Y,School-funded,Festival typically in January.,,January,https://www.msthesfest.org/,Competition,Arts,At School,State affiliate of the Educational Theatre Association. Students can qualify for the USA festival.,,,,,,,,,,,,,,,,
Mississippi,Mississippi Writers Association Student Writing Contest,9,12,"Open to all MS students; categories for poetry, fiction, and non-fiction.",Small entry fee per submission.,Low,Y,N,,Deadline typically in early Summer.,Summer,,https://www.mswriters.org/student-contest,Competition,Arts,Outside School,Opportunity for aspiring writers to gain recognition.,,,,,,,,,,,,,,,,
Missouri,Ancient Studies Institute,10,12,"preference for students enrolled in challenging 
curriculum","• $3,985 fee
• finantial aid available",3985.00,Y,Y,,April 1,,April,https://precollege.wustl.edu/ancient-studies-institute,Academic Program,History,Outside School,"• Two-week resident program at WashU
• Does not grant any college credits",,,,,,,,,,,,,,,,
Missouri,Baseball Prospect Camp,10,12,open to all,$200 for full camp or $125 for single day attendance,200.00,Y,N,,Rolling admission,Rolling Admission,,https://washubears.com/sports/2022/6/6/summer-camps-baseball-Baseball-Prospect-Camp.aspx,Other,Sports,Outside School,"• Campers work with the WashU baseball coaching staff.
• Similar camps are offered for other sports",,,,,,,,,,,,,,,,
Missouri,"Butterfly House Volunteering 
Opportunities",8,12,"• Be at least 14 years of age
• Attend training sessions",privately funded,,,,Privately-funded,Rolling admission,Rolling Admission,,https://www.missouribotanicalgarden.org/plan-your-visit/family-of-attractions/butterfly-house/about-the-butterfly-house/volunteer,Volunteer/Service,Leadership,Outside School,"Varying volunteer opportunities at a 
butterfly house.",,,,,,,,,,,,,,,,
Missouri,Fly SPS,11,12,"• Be a student from a springfield public school
• Receive building administrator, counselor, and teacher recommendation
• Participate in a scored interview
• Pass the required FAA Medical examination
• Be 16+ years old
• Have finished or be concurrently enrolled in Algebra II
• US citizenship",School funded,,,,School-funded,December 1,,December,https://www.sps.org/Page/5525,Academic Program,Technology,Through School,"• Two year long program
• End goal is for the student to earn his/her private pilot's license",,,,,,,,,,,,,,,,
Missouri,"High School Summer Scholars 
Program",11,11,"• Be a current junior in high school (graduating in 2027)
• $50 nonrefundable application fee
• Transcript
• Teacher recommendation
• Short Essay","$4075 - $12,135 fees depending on the course",8105.00,Y,N,,April 1,,April,https://precollege.wustl.edu/high-school-summer-scholars-program,Academic Program,Multidisciplinary,Outside School,"• Offered by WashU
• Classes count as college credit
• Offered online or on campus
* 5 weeks long
• Though discounts and scholarships can be provided, the price is not very accesible",,,,,,,,,,,,,,,,
Missouri,Kansas City Art Institute – Pre-College ArtLab,9,12,Unspecified,Fee-based (cost not specified).,,Y,N,,Varies,Varies,,https://www.kcai.edu/,Academic Program,Arts & Humanities,Outside School,A college-level art experience for high school students interested in art and design.,,,,,,,,,,,,,,,,
Missouri,Missouri Fine Arts Academy,9,12,"• Essay
• Evaluation by school personnel
• Portafolio or video performance","• Federally and privately funded
• Free",,N,,School-funded,January,,January,https://www.missouristate.edu/MFAA/apply.htm,Academic Program,Arts,Outside School,"• Two-week resident program
• Hosted each year by Missouri State University",,,,,,,,,,,,,,,,
Missouri,Missouri Option Program,12,12,"• 17+ years of age
• be enrolled in Missouri local education agencies (LEAs)
• Be at risk of dropping out or not graduating in time",funded by state,,N,,School-funded,Rolling admission,Rolling Admission,,"https://dese.mo.gov/quality-schools/missouri-option-program#:~:text=About%20the%20Missouri%20Option%20Program,graduating%20with%20their%20cohort%20group.",Academic Program,Multidisciplinary,At School,"• Designed to help students at risk of not graduating
• Besides taking various courses, the student will take a high school equivalency exam (HSE) ",,,,,,,,,,,,,,,,
Missouri,Missouri S&T – Nuclear Engineering Camp,9,12,Unspecified,"Fee-based ($600, includes housing/meals).",600.00,Y,N,,Varies; six-day residential camp.,Varies,,https://futurestudents.mst.edu/visit/camps/,Academic Program,STEM,Outside School,Rare opportunity to get exposure to nuclear energy and advanced engineering.,,,,,,,,,,,,,,,,
Missouri,Mizzou Machine Learning & AI Camp,9,12,Unspecified,Unspecified,,,,,Varies.,Varies,,https://mizzou.edu/,Academic Program,Technology / Coding,Outside School,A camp focused on the rapidly growing fields of Machine Learning and AI.,,,,,,,,,,,,,,,,
Missouri,Pro X Internship Program (Jackson County),9,12,High school students.,Unspecified,,,,,Varies; summer program.,Varies,,https://www.jacksongov.org/TRAINING/Pro-X-Internship-Program,Other,Multidisciplinary,Outside School,Provides summer professional experiences for high school students in county departments.,,,,,,,,,,,,,,,,
Missouri,State of Missouri Internship Program,13,13,College students.,Unspecified,,,,,Varies; year-round opportunities.,Varies,,https://pers.oa.mo.gov/state-missouri-internship-program,Other,Multidisciplinary,Outside School,Provides career development and public service experience in state government.,,,,,,,,,,,,,,,,
Missouri,The Alliance for Healthcare Education,11,11,"• Be a student from a springfield public school
• Receive building administrator, counselor, and teacher recommendation
• Participate in a scored interview
• A biology credit","• School funded
• $60 tuition fee",60.00,Y,N,School-funded,December 1,,December,https://www.sps.org/Page/5799,Academic Program,Health,Through School,"End goal is to give students the 
credentials and knowledge for a job in the health industry, and/or further their education",,,,,,,,,,,,,,,,
Missouri,UMKC GenCyber Cybersecurity Camp,9,12,Unspecified,Unspecified,,,,,Varies; six-day residential camp.,Varies,,https://www.umkc.edu/,Academic Program,Technology / Coding,Outside School,"Focuses on investigating simulated cyber-attacks, network analysis, and digital forensics.",,,,,,,,,,,,,,,,
Missouri,UMSL STARS Program (Research),11,12,Talented juniors and seniors.,Paid ($600 stipend),,,,,Varies; typically a six-week summer program.,Varies,,https://www.umsl.edu/stars/,Other,Science,Outside School,Students are matched with top researchers for a true taste of life as a scientist. Flagship statewide program.,,,,,,,,,,,,,,,,
Missouri,Upward Bound - Missouri,9,11,"• Be a US citizen or permanent resident.
• Attend Central, Hillcrest, or Parkview High School within the Springfield Public Schools district.
• Meet income guidelines set by the U.S. Department of Education.
• Be a potential first-generation college student
• Show Academic Need","• Free
• federaly funded",,,,School-funded,Fall semester,Fall,,https://trio.missouristate.edu/upwardbound/,Club,Leadership,At School,"• Gives guidance and helps students 
build skills to excel in high school",,,,,,,,,,,,,,,,
Missouri,Washington University Summer Focus (YSP),12,12,Rising high school senior in the St. Louis area.,Paid (stipend provided).,,N,,,Varies; eight-week summer program.,Varies,,https://wustl.edu/,Other,Science,Outside School,"Paid research internship, paired with a PhD-level mentor in a biomedical or engineering lab.",,,,,,,,,,,,,,,,
Missouri,WashU Rural Scholars Academy,10,10,"• Be at least 15 years old
• Must attend a rural or small-town high school within the United States","• free
• privately funded",,,,,TBD,,,https://admissions.washu.edu/academics/student-support/rural-and-small-town-student-support/rural-scholars-academy/,Academic Program,Leadership,Outside School,"• Program targets students from rural areas
• Offered by WashU in St. Luis, Missouri",,,,,,,,,,,,,,,,
Montana,Internships & Apprenticeships (MUS),9,12,Varies by employer.,Varies (Paid and unpaid options exist).,Varies,Y,Y,,Varies,Varies,,https://applymontana.mus.edu/resources/for-high-school-students.html,Other,Multidisciplinary,Outside School,Resource portal for students seeking hands-on training and career experience.,,,,,,,,,,,,,,,,
Montana,Montana Career Pathways Initiative,9,12,Unspecified.,Varies; supported by Perkins Grants.,Varies,Y,Y,Privately-funded,Varies.,Varies,,https://opi.mt.gov/Educators/Teaching-Learning/Career-Technical-Education/About-Montana-Career-Pathways,Academic Program,Multidisciplinary,At School,Statewide program to expand access to dual enrollment and work-based learning. Flagship statewide program.,,,,,,,,,,,,,,,,
Montana,Montana Dual Enrollment,9,12,Varies.,"Cost-reducing (through the One, Two, Free program).",,,,School-funded,Varies,Varies,,https://applymontana.mus.edu/resources/for-high-school-students.html,Academic Program,Multidisciplinary,At School,Allows students to get ahead and save time/money by earning college credit in high school.,,,,,,,,,,,,,,,,
Montana,Montana GEAR UP,9,9,Low-income students from GEAR UP high schools.,Free (Federal Grant Program).,,N,,School-funded,Varies,Varies,,https://www.skc.edu/high-school-student-options/,Academic Program,Multidisciplinary,At School,"Offers tutoring, mentoring, college field trips, career awareness, and counseling.",,,,,,,,,,,,,,,,
Montana,Montana University System (MUS),9,12,Varies,Varies.,Varies,Y,N,,Varies,Varies,,https://applymontana.mus.edu/resources/for-high-school-students.html,Academic Program,Multidisciplinary,Outside School,Comprises 16 colleges and universities across the state.,,,,,,,,,,,,,,,,
Montana,MUS Career Interests Quiz,9,12,Unspecified,Free,,N,,,Varies,Varies,,https://applymontana.mus.edu/resources/for-high-school-students.html,Other,Multidisciplinary,Outside School,A short quiz to help students identify potential career fields of interest.,,,,,,,,,,,,,,,,
Montana,SKC Summer Institute (BRIDGE Component),9,12,Seniors on the Flathead Indian Reservation.,Free (Earn free college credit).,,N,,,Varies; six-week residential program.,Varies,,https://www.skc.edu/high-school-student-options/,Academic Program,Multidisciplinary,Outside School,A six-week residential summer program where seniors earn free college credit.,,,,,,,,,,,,,,,,
Montana,Upward Bound (Salish Kootenai College),9,12,Low-income and/or first-generation students (13-19 years old).,Free (Federal TRIO Program).,,N,,,Varies; contact local Upward Bound office.,Varies,,https://www.skc.edu/high-school-student-options/,Academic Program,Multidisciplinary,"At School, Outside School","Provides college-preparatory advising, tutoring, ACT/SAT prep, and a summer residential program.",,,,,,,,,,,,,,,,
Nebraska,Career Academies & Academic Pathways,9,12,Unspecified,Unspecified,,,,,Varies.,Varies,,https://ccpe.nebraska.gov/,Academic Program,Multidisciplinary,At School,High school programs designed to increase opportunities for students to connect to career pathways of interest.,,,,,,,,,,,,,,,,
Nebraska,Destination Imagination (DI),9,12,Teams of students work together.,Fee-based (cost not specified).,,Y,N,,August-May (Competitive Season).,,May,https://www.destinationimagination.org/,Competition,"STEM, Arts & Humanities",Outside School,A team-based creative project competition focusing on open-ended STEAM challenges. Flagship statewide program.,,,,,,,,,,,,,,,,
Nebraska,Dual & Concurrent Enrollment Courses,9,12,Unspecified,Varies (grants college credit).,Varies,Y,N,,Varies.,Varies,,https://ccpe.nebraska.gov/,Academic Program,Multidisciplinary,At School,Programs that allow students to earn college credit while still in high school.,,,,,,,,,,,,,,,,
Nebraska,Intern Nebraska Grant Program,11,12,"Employed in a professional/technical position, paid at least state minimum wage.",Paid (Financial assistance to businesses).,,,,,Varies,Varies,,https://opportunity.nebraska.gov/programs/business/intern-nebraska/,Other,Multidisciplinary,Outside School,Provides financial assistance to businesses that create new internships.,,,,,,,,,,,,,,,,
Nebraska,NASA TechRise Student Challenge (Norris HS),9,12,Teams of students,Unspecified,,,,,Varies (18-week development period).,Varies,,https://www.nebraska-advantage.org/,Competition,STEM,Outside School,High school teams develop a payload to explore high-altitude conditions on magnetic levitation. Flagship statewide program.,,,,,,,,,,,,,,,,
Nebraska,Nebraska Career Scholarship Program,9,12,"Students entering programs leading to high-wage, high-demand, high-skill occupations.",Scholarship (funding provided).,,,,,Varies,Varies,,https://ccpe.nebraska.gov/,Scholarship,Multidisciplinary,Outside School,Attracts students to high-demand occupations and connects them to employers through internship opportunities.,,,,,,,,,,,,,,,,
